CAT,PRICE,value,date
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.2,2023-09-01
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-01
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-01
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.6,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.5,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.2,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.6,2023-09-01
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνιά,ΑΝΩΤΕΡΗ,11.5,2023-09-01
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-01
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-01
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-01
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-01
Κατσίκια,ΑΝΩΤΕΡΗ,8.5,2023-09-01
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.2,2023-09-01
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-01
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-01
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.6,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.5,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.2,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.6,2023-09-01
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνιά,ΑΝΩΤΕΡΗ,11.5,2023-09-01
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-01
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-01
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-01
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-01
Κατσίκια,ΑΝΩΤΕΡΗ,8.5,2023-09-01
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.2,2023-09-01
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-01
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-01
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.6,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.5,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7.1,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.2,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-01
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-09-01
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-01
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-01
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-01
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-01
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-01
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.8,2023-09-01
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-09-01
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-09-01
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-01
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-01
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.95,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-01
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,6.8,2023-09-01
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.5,2023-09-01
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνιά,ΑΝΩΤΕΡΗ,11.5,2023-09-02
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-02
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-02
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-02
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-02
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-09-02
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2023-09-02
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-02
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-02
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.6,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.55,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.4,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.45,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.7,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.9,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.8,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6.3,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-09-02
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-09-02
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-02
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,9,2023-09-02
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-02
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-02
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-09-02
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2023-09-02
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6.2,2023-09-02
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.8,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.6,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.55,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.3,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.4,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.35,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-02
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-09-02
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-02
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,9,2023-09-02
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-02
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-02
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-09-02
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2023-09-02
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-02
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.8,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.55,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.3,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-02
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-09-02
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-02
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,9,2023-09-02
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-02
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-02
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-09-02
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2023-09-02
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-02
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.8,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.55,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.3,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-02
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-09-02
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-02
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-02
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-02
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2023-09-02
Κατσίκια,ΚΑΤΩΤΕΡΗ,7.5,2023-09-02
Κατσίκια,ΑΝΩΤΕΡΗ,9,2023-09-02
Κατσίκια,ΕΠΙΚΡΑΤΟΥΣΑ,8.5,2023-09-02
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,6,2023-09-02
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.8,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-02
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.55,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-02
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.9,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.3,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.5,2023-09-02
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.4,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.6,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-09-02
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.7,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΚΑΤΩΤΕΡΗ,6.5,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΑΝΩΤΕΡΗ,7.2,2023-09-02
Μοσχάρια εγχώρια 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.9,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΚΑΤΩΤΕΡΗ,6,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΑΝΩΤΕΡΗ,7.1,2023-09-02
Μοσχάρια εξωτερικού 4/μορια,ΕΠΙΚΡΑΤΟΥΣΑ,6.8,2023-09-02
Αρνιά,ΚΑΤΩΤΕΡΗ,8,2023-09-04
Αρνιά,ΑΝΩΤΕΡΗ,11,2023-09-04
Αρνιά,ΕΠΙΚΡΑΤΟΥΣΑ,10.5,2023-09-04
Αρνια Ρουμανιας,ΚΑΤΩΤΕΡΗ,8,2023-09-04
Αρνια Ρουμανιας,ΑΝΩΤΕΡΗ,8.8,2023-09-04
Αρνια Ρουμανιας,ΕΠΙΚΡΑΤΟΥΣΑ,8.6,2023-09-04
Γιδοπρόβατα,ΚΑΤΩΤΕΡΗ,3,2023-09-04
Γιδοπρόβατα,ΑΝΩΤΕΡΗ,5.8,2023-09-04
Γιδοπρόβατα,ΕΠΙΚΡΑΤΟΥΣΑ,5.6,2023-09-04
Χοιρινά εγχώρια μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-04
Χοιρινά εγχώρια μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.8,2023-09-04
Χοιρινά εγχώρια μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-04
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.9,2023-09-04
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4.1,2023-09-04
Χοιρινά εγχώρια τ. καρρέ μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,4,2023-09-04
Χοιρινά εξωτερικού μαδητά μισάδια,ΚΑΤΩΤΕΡΗ,3.5,2023-09-04
Χοιρινά εξωτερικού μαδητά μισάδια,ΑΝΩΤΕΡΗ,3.7,2023-09-04
Χοιρινά εξωτερικού μαδητά μισάδια,ΕΠΙΚΡΑΤΟΥΣΑ,3.6,2023-09-04
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΚΑΤΩΤΕΡΗ,3.8,2023-09-04
Χοιρινα εξωτερικού τ. καρρέ μισάδια,ΑΝΩΤΕΡΗ,4,2023-09-04
